ZIP Code;City;State;Metro;County;House type;Date;Rental value;Price unit
80012;Aurora;CO;Denver-Aurora-Lakewood;Arapahoe County;Condo / Co-op;2017-02;1050.0;Whole house
80014;Aurora;CO;Denver-Aurora-Lakewood;Arapahoe County;Condo / Co-op;2017-10;1325.0;Whole house
80014;Aurora;CO;Denver-Aurora-Lakewood;Arapahoe County;Condo / Co-op;2018-08;1400.0;Whole house
80247;Denver;CO;Denver-Aurora-Lakewood;Denver County;Condo / Co-op;2017-12;1395.0;Whole house
80247;Denver;CO;Denver-Aurora-Lakewood;Denver County;Condo / Co-op;2017-06;1295.0;Whole house
80112;Centennial;CO;Denver-Aurora-Lakewood;Arapahoe County;Condo / Co-op;2019-07;1797.5;Whole house
80206;Denver;CO;Denver-Aurora-Lakewood;Denver County;Condo / Co-op;2018-06;2000.0;Whole house
80206;Denver;CO;Denver-Aurora-Lakewood;Denver County;Condo / Co-op;2018-04;1897.5;Whole house
80202;Denver;CO;Denver-Aurora-Lakewood;Denver County;Condo / Co-op;2017-10;2244.0;Whole house
80202;Denver;CO;Denver-Aurora-Lakewood;Denver County;Condo / Co-op;2016-08;2475.0;Whole house
80202;Denver;CO;Denver-Aurora-Lakewood;Denver County;Condo / Co-op;2013-10;2250.0;Whole house
80202;Denver;CO;Denver-Aurora-Lakewood;Denver County;Condo / Co-op;2014-08;2200.0;Whole house
80202;Denver;CO;Denver-Aurora-Lakewood;Denver County;Condo / Co-op;2016-10;2540.0;Whole house
80202;Denver;CO;Denver-Aurora-Lakewood;Denver County;Condo / Co-op;2017-06;2400.0;Whole house
80237;Denver;CO;Denver-Aurora-Lakewood;Denver County;Condo / Co-op;2018-03;1700.0;Whole house
80218;Denver;CO;Denver-Aurora-Lakewood;Denver County;Condo / Co-op;2018-10;1497.5;Whole house
80218;Denver;CO;Denver-Aurora-Lakewood;Denver County;Condo / Co-op;2017-06;1595.0;Whole house
80218;Denver;CO;Denver-Aurora-Lakewood;Denver County;Condo / Co-op;2019-07;1650.0;Whole house
80302;Boulder;CO;Boulder;Boulder County;Condo / Co-op;2017-02;1850.0;Whole house
80302;Boulder;CO;Boulder;Boulder County;Condo / Co-op;2017-07;1875.0;Whole house
80301;Boulder;CO;Boulder;Boulder County;Condo / Co-op;2017-01;1550.0;Whole house
80301;Boulder;CO;Boulder;Boulder County;Condo / Co-op;2019-02;1697.5;Whole house
80301;Boulder;CO;Boulder;Boulder County;Condo / Co-op;2019-07;1680.0;Whole house
80303;Boulder;CO;Boulder;Boulder County;Condo / Co-op;2017-03;1725.0;Whole house
80134;Parker;CO;Denver-Aurora-Lakewood;Douglas County;Single Family Residential home.;2015-05;2300.0;Whole house
80134;Parker;CO;Denver-Aurora-Lakewood;Douglas County;Single Family Residential home.;2017-07;2350.0;Whole house
80013;Aurora;CO;Denver-Aurora-Lakewood;Arapahoe County;Single Family Residential home.;2015-09;1829.0;Whole house
80013;Aurora;CO;Denver-Aurora-Lakewood;Arapahoe County;Single Family Residential home.;2013-03;1395.0;Whole house
80214;Lakewood;CO;Denver-Aurora-Lakewood;Jefferson County;Duplex / Triplex;2019-02;1297.5;Whole house
80015;Aurora;CO;Denver-Aurora-Lakewood;Arapahoe County;Single Family Residential home.;2012-02;1595.0;Whole house
80015;Aurora;CO;Denver-Aurora-Lakewood;Arapahoe County;Single Family Residential home.;2017-12;2050.0;Whole house
80015;Aurora;CO;Denver-Aurora-Lakewood;Arapahoe County;Single Family Residential home.;2011-08;1495.0;Whole house
80015;Aurora;CO;Denver-Aurora-Lakewood;Arapahoe County;Single Family Residential home.;2018-10;2125.0;Whole house
80525;Fort Collins;CO;Fort Collins;Larimer County;Single Family Residential home.;2017-10;1700.0;Whole house
80525;Fort Collins;CO;Fort Collins;Larimer County;Single Family Residential home.;2018-09;1800.0;Whole house
80525;Fort Collins;CO;Fort Collins;Larimer County;Single Family Residential home.;2017-11;1700.0;Whole house
80011;Aurora;CO;Denver-Aurora-Lakewood;Arapahoe County;Single Family Residential home.;2018-09;1800.0;Whole house
80220;Denver;CO;Denver-Aurora-Lakewood;Denver County;Single Family Residential home.;2018-01;2000.0;Whole house
80220;Denver;CO;Denver-Aurora-Lakewood;Denver County;Single Family Residential home.;2018-11;1900.0;Whole house
80220;Denver;CO;Denver-Aurora-Lakewood;Denver County;Single Family Residential home.;2017-03;1950.0;Whole house
80020;Broomfield;CO;Denver-Aurora-Lakewood;Broomfield County;House with 1 bedroom;2017-02;1371.5;Whole house
80123;Denver;CO;Denver-Aurora-Lakewood;Denver County;House with 1 bedroom;2016-10;1202.5;Whole house
80123;Denver;CO;Denver-Aurora-Lakewood;Denver County;House with 1 bedroom;2017-12;1278.0;Whole house
80918;Colorado Springs;CO;Colorado Springs;El Paso County;House with 1 bedroom;2019-08;1050.0;Whole house
80211;Denver;CO;Denver-Aurora-Lakewood;Denver County;House with 1 bedroom;2018-04;1764.0;Whole house
80211;Denver;CO;Denver-Aurora-Lakewood;Denver County;House with 1 bedroom;2019-09;1808.0;Whole house
80011;Aurora;CO;Denver-Aurora-Lakewood;Arapahoe County;House with 2 bedrooms;2018-04;1.83364661654135;Per square meter
80220;Denver;CO;Denver-Aurora-Lakewood;Denver County;House with 2 bedrooms;2019-12;2.26170338285009;Per square meter
80220;Denver;CO;Denver-Aurora-Lakewood;Denver County;House with 2 bedrooms;2019-01;1.83730682225656;Per square meter
80127;Ken Caryl;CO;Denver-Aurora-Lakewood;Jefferson County;House with 2 bedrooms;2018-05;1.63362114135154;Per square meter
80127;Ken Caryl;CO;Denver-Aurora-Lakewood;Jefferson County;House with 2 bedrooms;2017-05;1.68186046511628;Per square meter
80127;Ken Caryl;CO;Denver-Aurora-Lakewood;Jefferson County;House with 2 bedrooms;2019-06;1.71504921932333;Per square meter
80231;Denver;CO;Denver-Aurora-Lakewood;Denver County;House with 2 bedrooms;2016-05;1.27097576493724;Per square meter
80231;Denver;CO;Denver-Aurora-Lakewood;Denver County;House with 2 bedrooms;2016-02;1.28767066267066;Per square meter
80401;Golden;CO;Denver-Aurora-Lakewood;Jefferson County;House with 2 bedrooms;2017-11;1.70611755297881;Per square meter
80401;Golden;CO;Denver-Aurora-Lakewood;Jefferson County;House with 2 bedrooms;2019-10;1.77878395860285;Per square meter
80401;Golden;CO;Denver-Aurora-Lakewood;Jefferson County;House with 2 bedrooms;2019-04;1.78301158301158;Per square meter
80401;Golden;CO;Denver-Aurora-Lakewood;Jefferson County;House with 2 bedrooms;2019-09;1.76337196641583;Per square meter
80504;Longmont;CO;Boulder;Boulder County;House with 2 bedrooms;2018-05;1.53586497890295;Per square meter
80538;Loveland;CO;Fort Collins;Larimer County;House with 2 bedrooms;2017-01;1.22222222222222;Per square meter
80020;Broomfield;CO;Denver-Aurora-Lakewood;Broomfield County;House with 2 bedrooms;2018-07;1.7594823770265;Per square meter
80020;Broomfield;CO;Denver-Aurora-Lakewood;Broomfield County;House with 2 bedrooms;2017-12;1.46529562982005;Per square meter
80123;Denver;CO;Denver-Aurora-Lakewood;Denver County;House with 2 bedrooms;2016-05;1.41338912133891;Per square meter
80123;Denver;CO;Denver-Aurora-Lakewood;Denver County;House with 2 bedrooms;2016-06;1.44787644787645;Per square meter
80123;Denver;CO;Denver-Aurora-Lakewood;Denver County;House with 2 bedrooms;2018-07;1.5663082437276;Per square meter
80123;Denver;CO;Denver-Aurora-Lakewood;Denver County;House with 2 bedrooms;2017-06;1.53645833333333;Per square meter
80012;Aurora;CO;Denver-Aurora-Lakewood;Arapahoe County;House with 2 bedrooms;2016-10;1.42721861471861;Per square meter
80012;Aurora;CO;Denver-Aurora-Lakewood;Arapahoe County;House with 2 bedrooms;2018-05;1.47119341563786;Per square meter
80012;Aurora;CO;Denver-Aurora-Lakewood;Arapahoe County;House with 2 bedrooms;2018-10;1.51374859708193;Per square meter
80014;Aurora;CO;Denver-Aurora-Lakewood;Arapahoe County;House with 2 bedrooms;2019-05;1.43222222222222;Per square meter
80211;Denver;CO;Denver-Aurora-Lakewood;Denver County;House with 2 bedrooms;2015-11;2.04819277108434;Per square meter
80211;Denver;CO;Denver-Aurora-Lakewood;Denver County;House with 2 bedrooms;2015-02;1.984365865325;Per square meter
80211;Denver;CO;Denver-Aurora-Lakewood;Denver County;House with 2 bedrooms;2014-03;2.01177736382323;Per square meter
80211;Denver;CO;Denver-Aurora-Lakewood;Denver County;House with 2 bedrooms;2014-02;2.02980472764645;Per square meter
80211;Denver;CO;Denver-Aurora-Lakewood;Denver County;House with 2 bedrooms;2019-12;2.14723926380368;Per square meter
80211;Denver;CO;Denver-Aurora-Lakewood;Denver County;House with 2 bedrooms;2019-10;2.20125786163522;Per square meter
80537;Loveland;CO;Fort Collins;Larimer County;House with 2 bedrooms;2018-08;1.38703703703704;Per square meter
80134;Parker;CO;Denver-Aurora-Lakewood;Douglas County;House with 2 bedrooms;2019-12;1.48759372897764;Per square meter
80134;Parker;CO;Denver-Aurora-Lakewood;Douglas County;House with 2 bedrooms;2019-05;1.60947498966515;Per square meter
80015;Aurora;CO;Denver-Aurora-Lakewood;Arapahoe County;House with 2 bedrooms;2019-12;1.46699266503667;Per square meter
80525;Fort Collins;CO;Fort Collins;Larimer County;House with 2 bedrooms;2016-02;1.32584269662921;Per square meter
80205;Denver;CO;Denver-Aurora-Lakewood;Denver County;House with 2 bedrooms;2016-02;1.92272085148098;Per square meter
80205;Denver;CO;Denver-Aurora-Lakewood;Denver County;House with 2 bedrooms;2015-02;1.94493608652901;Per square meter
80205;Denver;CO;Denver-Aurora-Lakewood;Denver County;House with 2 bedrooms;2016-11;2.0224337185588;Per square meter
80205;Denver;CO;Denver-Aurora-Lakewood;Denver County;House with 2 bedrooms;2017-11;1.86591975568318;Per square meter
80227;Lakewood;CO;Denver-Aurora-Lakewood;Jefferson County;House with 2 bedrooms;2013-09;1.14250039534026;Per square meter
80227;Lakewood;CO;Denver-Aurora-Lakewood;Jefferson County;House with 2 bedrooms;2019-06;1.56124264108587;Per square meter
80021;Westminster;CO;Denver-Aurora-Lakewood;Adams County;House with 2 bedrooms;2018-02;1.50970464135021;Per square meter
80021;Westminster;CO;Denver-Aurora-Lakewood;Adams County;House with 2 bedrooms;2017-04;1.54974358974359;Per square meter
80021;Westminster;CO;Denver-Aurora-Lakewood;Adams County;House with 2 bedrooms;2019-07;1.75539440881795;Per square meter
80203;Denver;CO;Denver-Aurora-Lakewood;Denver County;House with 2 bedrooms;2012-09;1.5049133174406;Per square meter
80203;Denver;CO;Denver-Aurora-Lakewood;Denver County;House with 2 bedrooms;2016-06;1.85393258426966;Per square meter
80203;Denver;CO;Denver-Aurora-Lakewood;Denver County;House with 2 bedrooms;2013-02;1.51024390243902;Per square meter
80203;Denver;CO;Denver-Aurora-Lakewood;Denver County;House with 2 bedrooms;2018-10;1.96127110228401;Per square meter
80906;Colorado Springs;CO;Colorado Springs;El Paso County;House with 2 bedrooms;2018-03;1.17389298892989;Per square meter
80228;Lakewood;CO;Denver-Aurora-Lakewood;Jefferson County;House with 2 bedrooms;2018-12;1.52061855670103;Per square meter
80228;Lakewood;CO;Denver-Aurora-Lakewood;Jefferson County;House with 2 bedrooms;2019-03;1.41752577319588;Per square meter
80247;Denver;CO;Denver-Aurora-Lakewood;Denver County;House with 2 bedrooms;2015-06;1.46396396396396;Per square meter
80247;Denver;CO;Denver-Aurora-Lakewood;Denver County;House with 2 bedrooms;2018-02;1.38356164383562;Per square meter
80247;Denver;CO;Denver-Aurora-Lakewood;Denver County;House with 2 bedrooms;2017-04;1.37361433666369;Per square meter
80209;Denver;CO;Denver-Aurora-Lakewood;Denver County;House with 1 bedroom;2015-05;1.92752485609628;Per square meter
80209;Denver;CO;Denver-Aurora-Lakewood;Denver County;House with 1 bedroom;2015-06;1.99720670391061;Per square meter
80209;Denver;CO;Denver-Aurora-Lakewood;Denver County;House with 1 bedroom;2018-09;2.3;Per square meter
80209;Denver;CO;Denver-Aurora-Lakewood;Denver County;House with 1 bedroom;2014-12;2.11215779677817;Per square meter
80128;Ken Caryl;CO;Denver-Aurora-Lakewood;Jefferson County;House with 1 bedroom;2018-11;1.73833097595474;Per square meter
80128;Ken Caryl;CO;Denver-Aurora-Lakewood;Jefferson County;House with 1 bedroom;2019-05;1.89006034062053;Per square meter
80206;Denver;CO;Denver-Aurora-Lakewood;Denver County;House with 1 bedroom;2016-02;1.96506550218341;Per square meter
80920;Colorado Springs;CO;Colorado Springs;El Paso County;House with 1 bedroom;2019-05;1.75590029841202;Per square meter
80226;Lakewood;CO;Denver-Aurora-Lakewood;Jefferson County;House with 1 bedroom;2018-01;1.85696040868455;Per square meter
80226;Lakewood;CO;Denver-Aurora-Lakewood;Jefferson County;House with 1 bedroom;2019-03;1.96681749622926;Per square meter
80503;Longmont;CO;Boulder;Boulder County;House with 1 bedroom;2018-04;1.96;Per square meter
80503;Longmont;CO;Boulder;Boulder County;House with 1 bedroom;2019-04;1.939111747851;Per square meter
80010;Aurora;CO;Denver-Aurora-Lakewood;Arapahoe County;House with 1 bedroom;2019-12;1.62727272727273;Per square meter
80027;Louisville;CO;Boulder;Boulder County;House with 1 bedroom;2018-08;2.01027559204774;Per square meter
80027;Louisville;CO;Boulder;Boulder County;House with 1 bedroom;2018-01;1.8125;Per square meter
80017;Aurora;CO;Denver-Aurora-Lakewood;Arapahoe County;House with 1 bedroom;2018-03;1.59707229718474;Per square meter
80202;Denver;CO;Denver-Aurora-Lakewood;Denver County;House with 1 bedroom;2012-07;1.87376725838264;Per square meter
80202;Denver;CO;Denver-Aurora-Lakewood;Denver County;House with 1 bedroom;2015-12;2.47465278296508;Per square meter
80202;Denver;CO;Denver-Aurora-Lakewood;Denver County;House with 1 bedroom;2017-06;2.71099744245524;Per square meter
80111;Greenwood Village;CO;Denver-Aurora-Lakewood;Arapahoe County;House with 1 bedroom;2013-05;1.33766840504129;Per square meter
80111;Greenwood Village;CO;Denver-Aurora-Lakewood;Arapahoe County;House with 1 bedroom;2014-03;1.5007072135785;Per square meter
80260;Thornton;CO;Denver-Aurora-Lakewood;Adams County;House with 1 bedroom;2019-07;2.02307692307692;Per square meter
80120;Littleton;CO;Denver-Aurora-Lakewood;Arapahoe County;House with 1 bedroom;2017-02;1.65694444444444;Per square meter
80237;Denver;CO;Denver-Aurora-Lakewood;Denver County;House with 1 bedroom;2019-03;2.03057548588893;Per square meter
80214;Lakewood;CO;Denver-Aurora-Lakewood;Jefferson County;House with 1 bedroom;2018-07;1.59090909090909;Per square meter
80214;Lakewood;CO;Denver-Aurora-Lakewood;Jefferson County;House with 1 bedroom;2017-11;1.81640625;Per square meter
80218;Denver;CO;Denver-Aurora-Lakewood;Denver County;House with 1 bedroom;2016-07;1.93548387096774;Per square meter
80218;Denver;CO;Denver-Aurora-Lakewood;Denver County;House with 1 bedroom;2017-01;1.89282296650718;Per square meter
80218;Denver;CO;Denver-Aurora-Lakewood;Denver County;House with 1 bedroom;2019-02;2.09243697478992;Per square meter
80122;Centennial;CO;Denver-Aurora-Lakewood;Arapahoe County;House with 1 bedroom;2019-02;2.09090909090909;Per square meter
80302;Boulder;CO;Boulder;Boulder County;House with 1 bedroom;2018-09;3.21538461538462;Per square meter
80302;Boulder;CO;Boulder;Boulder County;House with 1 bedroom;2018-10;3.05555555555556;Per square meter
80302;Boulder;CO;Boulder;Boulder County;House with 1 bedroom;2018-12;2.96296296296296;Per square meter
80301;Boulder;CO;Boulder;Boulder County;House with 1 bedroom;2016-07;2.19975395201667;Per square meter
80301;Boulder;CO;Boulder;Boulder County;House with 1 bedroom;2019-10;2.48459950153723;Per square meter
80301;Boulder;CO;Boulder;Boulder County;House with 1 bedroom;2019-08;2.43404972608512;Per square meter
80241;Thornton;CO;Denver-Aurora-Lakewood;Adams County;House with 1 bedroom;2017-12;1.66391357238414;Per square meter
80304;Boulder;CO;Boulder;Boulder County;House with 1 bedroom;2018-03;2.37919969495822;Per square meter
80304;Boulder;CO;Boulder;Boulder County;House with 1 bedroom;2018-01;2.37164863020376;Per square meter
80304;Boulder;CO;Boulder;Boulder County;House with 1 bedroom;2017-01;2.25847457627119;Per square meter
80129;Highlands Ranch;CO;Denver-Aurora-Lakewood;Douglas County;House with 1 bedroom;2019-11;1.90829145728643;Per square meter
80129;Highlands Ranch;CO;Denver-Aurora-Lakewood;Douglas County;House with 1 bedroom;2019-09;1.96502242152466;Per square meter
80222;Denver;CO;Denver-Aurora-Lakewood;Denver County;House with 1 bedroom;2017-09;1.78947368421053;Per square meter
80222;Denver;CO;Denver-Aurora-Lakewood;Denver County;House with 1 bedroom;2017-07;1.95219604761586;Per square meter
80222;Denver;CO;Denver-Aurora-Lakewood;Denver County;House with 1 bedroom;2019-01;1.875;Per square meter
80108;Castle Rock;CO;Denver-Aurora-Lakewood;Douglas County;House with 1 bedroom;2019-06;1.76704545454545;Per square meter
80113;Englewood;CO;Denver-Aurora-Lakewood;Arapahoe County;House with 1 bedroom;2018-02;1.75619517373316;Per square meter
80113;Englewood;CO;Denver-Aurora-Lakewood;Arapahoe County;House with 1 bedroom;2019-02;1.84449404761905;Per square meter
80110;Englewood;CO;Denver-Aurora-Lakewood;Arapahoe County;House with 1 bedroom;2017-12;1.84894259818731;Per square meter
80110;Englewood;CO;Denver-Aurora-Lakewood;Arapahoe County;House with 1 bedroom;2019-03;1.90230515916575;Per square meter
80249;Denver;CO;Denver-Aurora-Lakewood;Denver County;House with 1 bedroom;2019-04;2.10181603137795;Per square meter
80130;Highlands Ranch;CO;Denver-Aurora-Lakewood;Douglas County;House with 1 bedroom;2018-05;1.57339712164717;Per square meter
80124;Lone Tree;CO;Denver-Aurora-Lakewood;Douglas County;House with 1 bedroom;2019-06;1.93152530032763;Per square meter
80232;Lakewood;CO;Denver-Aurora-Lakewood;Jefferson County;House with 1 bedroom;2019-07;1.84564298917349;Per square meter
80224;Denver;CO;Denver-Aurora-Lakewood;Denver County;House with 1 bedroom;2019-03;1.52375992063492;Per square meter
80246;Denver;CO;Denver-Aurora-Lakewood;Denver County;House with 1 bedroom;2018-06;1.96276388120873;Per square meter
80223;Denver;CO;Denver-Aurora-Lakewood;Denver County;House with 1 bedroom;2018-02;2.17272727272727;Per square meter
80223;Denver;CO;Denver-Aurora-Lakewood;Denver County;House with 1 bedroom;2018-10;2.01842105263158;Per square meter
80223;Denver;CO;Denver-Aurora-Lakewood;Denver County;House with 1 bedroom;2017-09;2.11575829383886;Per square meter
80235;Denver;CO;Denver-Aurora-Lakewood;Denver County;House with 1 bedroom;2018-02;1.82539682539683;Per square meter
80235;Denver;CO;Denver-Aurora-Lakewood;Denver County;House with 1 bedroom;2018-12;1.8783422459893;Per square meter
80112;Centennial;CO;Denver-Aurora-Lakewood;Arapahoe County;House with 1 bedroom;2017-11;1.78454686346058;Per square meter
80205;Denver;CO;Denver-Aurora-Lakewood;Denver County;Single Family Residential home.;2017-03;2199.0;Whole house
80021;Westminster;CO;Denver-Aurora-Lakewood;Adams County;Single Family Residential home.;2019-06;2150.0;Whole house
80524;Fort Collins;CO;Fort Collins;Larimer County;Single Family Residential home.;2017-12;1795.0;Whole house
80524;Fort Collins;CO;Fort Collins;Larimer County;Single Family Residential home.;2019-05;1875.0;Whole house
80906;Colorado Springs;CO;Colorado Springs;El Paso County;Single Family Residential home.;2018-11;1597.5;Whole house
80126;Highlands Ranch;CO;Denver-Aurora-Lakewood;Douglas County;Single Family Residential home.;2014-05;2395.0;Whole house
80126;Highlands Ranch;CO;Denver-Aurora-Lakewood;Douglas County;Single Family Residential home.;2015-09;2395.0;Whole house
80126;Highlands Ranch;CO;Denver-Aurora-Lakewood;Douglas County;Single Family Residential home.;2016-10;2200.0;Whole house
80126;Highlands Ranch;CO;Denver-Aurora-Lakewood;Douglas County;Single Family Residential home.;2018-09;2372.5;Whole house
80126;Highlands Ranch;CO;Denver-Aurora-Lakewood;Douglas County;Single Family Residential home.;2017-02;2297.5;Whole house
80126;Highlands Ranch;CO;Denver-Aurora-Lakewood;Douglas County;Single Family Residential home.;2019-01;2424.5;Whole house
80817;Fountain;CO;Colorado Springs;El Paso County;Single Family Residential home.;2012-08;1195.0;Whole house
80817;Fountain;CO;Colorado Springs;El Paso County;Single Family Residential home.;2012-11;1150.0;Whole house
80817;Fountain;CO;Colorado Springs;El Paso County;Single Family Residential home.;2014-04;1200.0;Whole house
80817;Fountain;CO;Colorado Springs;El Paso County;Single Family Residential home.;2018-12;1500.0;Whole house
80817;Fountain;CO;Colorado Springs;El Paso County;Single Family Residential home.;2014-03;1200.0;Whole house
80817;Fountain;CO;Colorado Springs;El Paso County;Single Family Residential home.;2017-06;1400.0;Whole house
80113;Englewood;CO;Denver-Aurora-Lakewood;Arapahoe County;Single Family Residential home.;2019-04;2187.5;Whole house
80831;Peyton;CO;Colorado Springs;El Paso County;Single Family Residential home.;2019-04;1950.0;Whole house
80904;Colorado Springs;CO;Colorado Springs;El Paso County;Single Family Residential home.;2017-04;1275.0;Whole house
80922;Colorado Springs;CO;Colorado Springs;El Paso County;Single Family Residential home.;2012-04;1300.0;Whole house
80922;Colorado Springs;CO;Colorado Springs;El Paso County;Single Family Residential home.;2016-05;1450.0;Whole house
80922;Colorado Springs;CO;Colorado Springs;El Paso County;Single Family Residential home.;2016-12;1400.0;Whole house
80922;Colorado Springs;CO;Colorado Springs;El Paso County;Single Family Residential home.;2013-07;1300.0;Whole house
80130;Highlands Ranch;CO;Denver-Aurora-Lakewood;Douglas County;Single Family Residential home.;2016-05;2495.0;Whole house
80130;Highlands Ranch;CO;Denver-Aurora-Lakewood;Douglas County;Single Family Residential home.;2019-12;2300.0;Whole house
80439;Evergreen;CO;Denver-Aurora-Lakewood;Jefferson County;Single Family Residential home.;2019-06;2600.0;Whole house
80238;Denver;CO;Denver-Aurora-Lakewood;Denver County;Single Family Residential home.;2019-11;2500.0;Whole house
80212;Denver;CO;Denver-Aurora-Lakewood;Denver County;Single Family Residential home.;2017-03;2300.0;Whole house
80010;Aurora;CO;Denver-Aurora-Lakewood;Arapahoe County;Single Family Residential home.;2017-08;1650.0;Whole house
80027;Louisville;CO;Boulder;Boulder County;Single Family Residential home.;2018-11;2375.0;Whole house
80027;Louisville;CO;Boulder;Boulder County;Single Family Residential home.;2019-11;2400.0;Whole house
80017;Aurora;CO;Denver-Aurora-Lakewood;Arapahoe County;Single Family Residential home.;2017-07;1835.0;Whole house
80017;Aurora;CO;Denver-Aurora-Lakewood;Arapahoe County;Single Family Residential home.;2019-01;1895.0;Whole house
80602;Thornton;CO;Denver-Aurora-Lakewood;Adams County;Single Family Residential home.;2018-09;2162.5;Whole house
80907;Colorado Springs;CO;Colorado Springs;El Paso County;Single Family Residential home.;2019-04;1562.5;Whole house
80214;Lakewood;CO;Denver-Aurora-Lakewood;Jefferson County;Single Family Residential home.;2019-03;1995.0;Whole house
80104;Castle Rock;CO;Denver-Aurora-Lakewood;Douglas County;Single Family Residential home.;2019-02;2230.0;Whole house
80910;Colorado Springs;CO;Colorado Springs;El Paso County;Single Family Residential home.;2016-08;1200.0;Whole house
80910;Colorado Springs;CO;Colorado Springs;El Paso County;Single Family Residential home.;2014-08;1095.0;Whole house
80910;Colorado Springs;CO;Colorado Springs;El Paso County;Single Family Residential home.;2016-11;1150.0;Whole house
80910;Colorado Springs;CO;Colorado Springs;El Paso County;Single Family Residential home.;2011-10;995.0;Whole house
80910;Colorado Springs;CO;Colorado Springs;El Paso County;Single Family Residential home.;2013-03;1050.0;Whole house
80301;Boulder;CO;Boulder;Boulder County;Single Family Residential home.;2019-08;2700.0;Whole house
80918;Colorado Springs;CO;Colorado Springs;El Paso County;Single Family Residential home.;2012-12;1197.5;Whole house
80918;Colorado Springs;CO;Colorado Springs;El Paso County;Single Family Residential home.;2018-03;1535.0;Whole house
80918;Colorado Springs;CO;Colorado Springs;El Paso County;Single Family Residential home.;2017-03;1495.0;Whole house
80012;Aurora;CO;Denver-Aurora-Lakewood;Arapahoe County;Single Family Residential home.;2018-10;1890.0;Whole house
80014;Aurora;CO;Denver-Aurora-Lakewood;Arapahoe County;Single Family Residential home.;2018-01;1990.0;Whole house
80229;Thornton;CO;Denver-Aurora-Lakewood;Adams County;Single Family Residential home.;2018-07;1800.0;Whole house
80229;Thornton;CO;Denver-Aurora-Lakewood;Adams County;Single Family Residential home.;2017-02;1795.0;Whole house
80526;Fort Collins;CO;Fort Collins;Larimer County;Single Family Residential home.;2019-03;1850.0;Whole house
80211;Denver;CO;Denver-Aurora-Lakewood;Denver County;Single Family Residential home.;2016-05;2250.0;Whole house
80537;Loveland;CO;Fort Collins;Larimer County;Single Family Residential home.;2019-03;1700.0;Whole house
80504;Longmont;CO;Boulder;Boulder County;Single Family Residential home.;2018-08;2000.0;Whole house
80504;Longmont;CO;Boulder;Boulder County;Single Family Residential home.;2017-03;1962.5;Whole house
80219;Denver;CO;Denver-Aurora-Lakewood;Denver County;Single Family Residential home.;2016-11;1600.0;Whole house
80020;Broomfield;CO;Denver-Aurora-Lakewood;Broomfield County;Single Family Residential home.;2016-11;1987.5;Whole house
81611;Aspen;CO;Glenwood Springs;Pitkin County;Single Family Residential home.;2018-01;50000.0;Whole house
81615;Snowmass Village;CO;Glenwood Springs;Pitkin County;Single Family Residential home.;2018-12;20000.0;Whole house
80112;Centennial;CO;Denver-Aurora-Lakewood;Arapahoe County;House with 3 bedrooms;2019-10;2190.0;Whole house
80226;Lakewood;CO;Denver-Aurora-Lakewood;Jefferson County;House with 3 bedrooms;2019-09;2000.0;Whole house
80027;Louisville;CO;Boulder;Boulder County;House with 3 bedrooms;2019-04;2500.0;Whole house
80027;Louisville;CO;Boulder;Boulder County;House with 3 bedrooms;2019-06;2400.0;Whole house
80017;Aurora;CO;Denver-Aurora-Lakewood;Arapahoe County;House with 3 bedrooms;2017-12;1647.5;Whole house
80017;Aurora;CO;Denver-Aurora-Lakewood;Arapahoe County;House with 3 bedrooms;2018-12;1750.0;Whole house
80017;Aurora;CO;Denver-Aurora-Lakewood;Arapahoe County;House with 3 bedrooms;2019-08;1984.0;Whole house
80012;Aurora;CO;Denver-Aurora-Lakewood;Arapahoe County;Condo / Co-op;2017-08;1.40058463848959;Per square meter
80012;Aurora;CO;Denver-Aurora-Lakewood;Arapahoe County;Condo / Co-op;2019-11;1.55014124293785;Per square meter
80012;Aurora;CO;Denver-Aurora-Lakewood;Arapahoe County;Condo / Co-op;2019-01;1.45714204834966;Per square meter
80012;Aurora;CO;Denver-Aurora-Lakewood;Arapahoe County;Condo / Co-op;2019-06;1.44957983193277;Per square meter
80104;Castle Rock;CO;Denver-Aurora-Lakewood;Douglas County;House with 3 bedrooms;2018-02;2125.0;Whole house
80104;Castle Rock;CO;Denver-Aurora-Lakewood;Douglas County;House with 3 bedrooms;2017-07;2000.0;Whole house
80302;Boulder;CO;Boulder;Boulder County;House with 3 bedrooms;2017-10;2870.0;Whole house
80302;Boulder;CO;Boulder;Boulder County;House with 3 bedrooms;2017-06;2535.0;Whole house
80302;Boulder;CO;Boulder;Boulder County;House with 3 bedrooms;2019-09;3000.0;Whole house
80241;Thornton;CO;Denver-Aurora-Lakewood;Adams County;House with 3 bedrooms;2018-10;1885.0;Whole house
80241;Thornton;CO;Denver-Aurora-Lakewood;Adams County;House with 3 bedrooms;2017-04;1947.5;Whole house
80304;Boulder;CO;Boulder;Boulder County;House with 3 bedrooms;2018-02;2600.0;Whole house
80304;Boulder;CO;Boulder;Boulder County;House with 3 bedrooms;2019-03;3200.0;Whole house
80923;Colorado Springs;CO;Colorado Springs;El Paso County;House with 3 bedrooms;2017-06;1500.0;Whole house
80817;Fountain;CO;Colorado Springs;El Paso County;House with 3 bedrooms;2017-04;1400.0;Whole house
