Zip code;State;Metro;County name;Date;Home value ($ per m2)
Ward;CO;Boulder;Boulder County;2019-01-01;355
Yellow Jacket;CO;;Montezuma County;2019-06-01;166
Beulah;CO;Pueblo;Pueblo County;2019-09-01;174
San Luis;CO;;Costilla County;2019-10-01;80
Mosca;CO;;Alamosa County;2019-07-01;3568
Weldona;CO;Fort Morgan;Morgan County;2019-04-01;140
Rush;CO;Colorado Springs;El Paso County;2019-09-01;158
Wiley;CO;;Prowers County;2019-02-01;75
Hartman;CO;;Prowers County;2019-08-01;32
Flagler;CO;;Kit Carson County;2019-03-01;69
Flagler;CO;;Kit Carson County;2019-08-01;69
Orchard;CO;Fort Morgan;Morgan County;2019-02-01;279
Orchard;CO;Fort Morgan;Morgan County;2019-09-01;279
Log Lane Village;CO;Fort Morgan;Morgan County;2019-09-01;66
Pinecliffe;CO;Denver-Aurora-Lakewood;Gilpin County;2019-06-01;359
Black Hawk;CO;Denver-Aurora-Lakewood;Gilpin County;2019-12-01;217
Haxtun;CO;;Phillips County;2019-08-01;86
Poncha Springs;CO;;Chaffee County;2019-02-01;233
Sargents;CO;;Saguache County;2019-10-01;111
Mack;CO;Grand Junction;Mesa County;2019-07-01;180
Mack;CO;Grand Junction;Mesa County;2019-02-01;180
Cripple Creek;CO;Colorado Springs;Teller County;2019-03-01;172
Cripple Creek;CO;Colorado Springs;Teller County;2019-05-01;172
De Beque;CO;Grand Junction;Mesa County;2019-10-01;244
Wolcott;CO;Edwards;Eagle County;2019-04-01;378
Dove Creek;CO;;Dolores County;2019-09-01;86
Columbine Valley;CO;Denver-Aurora-Lakewood;Arapahoe County;2019-03-01;2185
Columbine Valley;CO;Denver-Aurora-Lakewood;Arapahoe County;2019-06-01;2185
Fort Garland;CO;;Costilla County;2019-04-01;143
Hillrose;CO;Fort Morgan;Morgan County;2019-02-01;83
Victor;CO;Colorado Springs;Teller County;2019-07-01;122
Lewis;CO;;Montezuma County;2019-08-01;176
Cowdrey;CO;;Jackson County;2019-07-01;62
Georgetown;CO;Denver-Aurora-Lakewood;Clear Creek County;2019-05-01;258
Grant;CO;Denver-Aurora-Lakewood;Park County;2019-05-01;250
Julesburg;CO;;Sedgwick County;2019-06-01;64
Carr;CO;Greeley;Weld County;2019-11-01;280
Carr;CO;Greeley;Weld County;2019-06-01;280
Vernon;CO;;Yuma County;2019-09-01;129
Trinchera;CO;;Las Animas County;2019-03-01;129
Wetmore;CO;;Custer County;2019-08-01;106
Olney Springs;CO;;Crowley County;2019-04-01;72
Gill;CO;Greeley;Weld County;2019-11-01;277
Guffey;CO;Denver-Aurora-Lakewood;Park County;2019-09-01;238
Aguilar;CO;;Las Animas County;2019-04-01;117
Dillon;CO;Breckenridge;Summit County;2019-07-01;514
Somerset;CO;;Gunnison County;2019-11-01;224
Haswell;CO;;Kiowa County;2019-05-01;32
Hot Sulphur Springs;CO;;Grand County;2019-08-01;188
Kittredge;CO;Denver-Aurora-Lakewood;Jefferson County;2019-06-01;325
McClave;CO;;Bent County;2019-06-01;43
Lindon;CO;;Washington County;2019-03-01;98
Lindon;CO;;Washington County;2019-05-01;98
Silverton;CO;;San Juan County;2019-05-01;196
Glade Park;CO;Grand Junction;Mesa County;2019-12-01;205
Glade Park;CO;Grand Junction;Mesa County;2019-08-01;205
Glade Park;CO;Grand Junction;Mesa County;2019-02-01;205
Agate;CO;Denver-Aurora-Lakewood;Elbert County;2019-06-01;252
Agate;CO;Denver-Aurora-Lakewood;Elbert County;2019-09-01;252
Stoneham;CO;Greeley;Weld County;2019-03-01;261
Sheridan Lake;CO;;Kiowa County;2019-11-01;82
Manassa;CO;;Conejos County;2019-10-01;99
Eldorado Springs;CO;Boulder;Boulder County;2019-04-01;591
Hartsel;CO;Denver-Aurora-Lakewood;Park County;2019-01-01;354
Eagle;CO;Edwards;Eagle County;2019-09-01;261
Redstone;CO;Glenwood Springs;Pitkin County;2019-03-01;329
Wild Horse;CO;;Cheyenne County;2019-10-01;104
Idalia;CO;;Yuma County;2019-11-01;149
Idalia;CO;;Yuma County;2019-05-01;149
Silver Cliff;CO;;Custer County;2019-07-01;110
Silver Cliff;CO;;Custer County;2019-08-01;110
Silver Plume;CO;Denver-Aurora-Lakewood;Clear Creek County;2019-12-01;239
Kim;CO;;Las Animas County;2019-06-01;84
Maybell;CO;Craig;Moffat County;2019-06-01;101
Telluride;CO;;San Miguel County;2019-04-01;829
Bedrock;CO;Montrose;Montrose County;2019-06-01;183
Bedrock;CO;Montrose;Montrose County;2019-09-01;183
Arriba;CO;;Lincoln County;2019-08-01;59
Branson;CO;;Las Animas County;2019-04-01;70
Ohio City;CO;;Gunnison County;2019-11-01;239
Ohio City;CO;;Gunnison County;2019-01-01;239
Fraser;CO;;Grand County;2019-05-01;368
Fraser;CO;;Grand County;2019-07-01;368
Fraser;CO;;Grand County;2019-09-01;368
Sargents;CO;;Saguache County;2019-12-01;111
Idledale;CO;Denver-Aurora-Lakewood;Jefferson County;2019-10-01;402
Buffalo Creek;CO;Denver-Aurora-Lakewood;Jefferson County;2019-10-01;205
Log Lane Village;CO;Fort Morgan;Morgan County;2019-01-01;66
Williamsburg;CO;Cañon City;Fremont County;2019-12-01;139
Garcia;CO;;Costilla County;2019-05-01;63
Garden City;CO;Greeley;Weld County;2019-06-01;224
Sheridan Lake;CO;;Kiowa County;2019-03-01;82
Manassa;CO;;Conejos County;2019-01-01;99
Manassa;CO;;Conejos County;2019-04-01;99
Molina;CO;Grand Junction;Mesa County;2019-11-01;211
Cahone;CO;;Dolores County;2019-07-01;91
Dinosaur;CO;Craig;Moffat County;2019-02-01;61
Kirk;CO;;Yuma County;2019-09-01;124
Cowdrey;CO;;Jackson County;2019-01-01;62
Central City;CO;Denver-Aurora-Lakewood;Gilpin County;2019-09-01;213
Alma;CO;Denver-Aurora-Lakewood;Park County;2019-09-01;303
Snowmass Village;CO;Glenwood Springs;Pitkin County;2019-08-01;3051
Granada;CO;;Prowers County;2019-01-01;53
Weston;CO;;Las Animas County;2019-05-01;143
Beulah;CO;Pueblo;Pueblo County;2019-02-01;174
Red Feather Lakes;CO;Fort Collins;Larimer County;2019-01-01;1610
Fleming;CO;Sterling;Logan County;2019-11-01;132
Creede;CO;;Mineral County;2019-08-01;199
Georgetown;CO;Denver-Aurora-Lakewood;Clear Creek County;2019-01-01;258
Green Mountain Falls;CO;Colorado Springs;El Paso County;2019-12-01;284
Dillon;CO;Breckenridge;Summit County;2019-11-01;514
Agate;CO;Denver-Aurora-Lakewood;Elbert County;2019-11-01;252
Carr;CO;Greeley;Weld County;2019-08-01;280
Wetmore;CO;;Custer County;2019-02-01;106
Lake George;CO;Denver-Aurora-Lakewood;Park County;2019-07-01;231
Florence;CO;Cañon City;Fremont County;2019-11-01;137
Mc Coy;CO;Steamboat Springs;Routt County;2019-01-01;306
Chromo;CO;;Archuleta County;2019-10-01;178
Chromo;CO;;Archuleta County;2019-05-01;178
Roxborough Park;CO;Denver-Aurora-Lakewood;Douglas County;2019-07-01;343
Roxborough Park;CO;Denver-Aurora-Lakewood;Douglas County;2019-01-01;343
Parshall;CO;;Grand County;2019-09-01;304
Manitou Springs;CO;Colorado Springs;El Paso County;2019-04-01;324
Roggen;CO;Greeley;Weld County;2019-12-01;247
Snyder;CO;Fort Morgan;Morgan County;2019-03-01;113
Snyder;CO;Fort Morgan;Morgan County;2019-08-01;113
Snyder;CO;Fort Morgan;Morgan County;2019-01-01;113
Wellington;CO;Fort Collins;Larimer County;2019-12-01;3593
Canon City;CO;Cañon City;Fremont County;2019-06-01;159
Hotchkiss;CO;;Delta County;2019-07-01;939
Del Norte;CO;;Rio Grande County;2019-06-01;145
Divide;CO;Colorado Springs;Teller County;2019-12-01;219
Fort Lupton;CO;Greeley;Weld County;2019-12-01;219
Fort Lupton;CO;Greeley;Weld County;2019-04-01;219
Cortez;CO;;Montezuma County;2019-10-01;177
Cortez;CO;;Montezuma County;2019-02-01;177
Woodland Park;CO;Colorado Springs;Teller County;2019-02-01;437
Elizabeth;CO;Denver-Aurora-Lakewood;Elbert County;2019-03-01;391
Erie;CO;Greeley;Weld County;2019-06-01;418
Berthoud;CO;Fort Collins;Larimer County;2019-10-01;19976
Twin Lakes;CO;Denver-Aurora-Lakewood;Adams County;2019-10-01;286
Twin Lakes;CO;Denver-Aurora-Lakewood;Adams County;2019-02-01;286
La Junta;CO;;Otero County;2019-12-01;244
La Junta;CO;;Otero County;2019-10-01;244
Elbert;CO;Colorado Springs;El Paso County;2019-04-01;199
Meeker;CO;;Rio Blanco County;2019-12-01;568
Timnath;CO;Fort Collins;Larimer County;2019-03-01;5103
Genesee;CO;Denver-Aurora-Lakewood;Jefferson County;2019-10-01;317
Livermore;CO;Fort Collins;Larimer County;2019-10-01;3814
Derby;CO;Denver-Aurora-Lakewood;Adams County;2019-07-01;287
Keystone;CO;Breckenridge;Summit County;2019-01-01;882
Keystone;CO;Breckenridge;Summit County;2019-09-01;882
Antonito;CO;;Conejos County;2019-05-01;383
Galeton;CO;Greeley;Weld County;2019-12-01;276
Galeton;CO;Greeley;Weld County;2019-03-01;276
West Pleasant View;CO;Denver-Aurora-Lakewood;Jefferson County;2019-11-01;1656
West Pleasant View;CO;Denver-Aurora-Lakewood;Jefferson County;2019-10-01;1656
Limon;CO;;Lincoln County;2019-04-01;103
Kremmling;CO;;Grand County;2019-09-01;176
Acres Green;CO;Denver-Aurora-Lakewood;Douglas County;2019-05-01;243
Acres Green;CO;Denver-Aurora-Lakewood;Douglas County;2019-06-01;243
Acres Green;CO;Denver-Aurora-Lakewood;Douglas County;2019-01-01;243
Keenesburg;CO;Greeley;Weld County;2019-07-01;252
Glenwood Springs;CO;Glenwood Springs;Garfield County;2019-12-01;3065
Glenwood Springs;CO;Glenwood Springs;Garfield County;2019-11-01;3065
Springfield;CO;;Baca County;2019-12-01;59
Greenwood Village;CO;Denver-Aurora-Lakewood;Arapahoe County;2019-10-01;494
Mack;CO;Grand Junction;Mesa County;2019-06-01;180
Delta;CO;;Delta County;2019-04-01;141
Lindon;CO;;Washington County;2019-11-01;98
U S A F Academy;CO;Colorado Springs;El Paso County;2019-09-01;149
Glendale;CO;Denver-Aurora-Lakewood;Arapahoe County;2019-12-01;318
Calhan;CO;Colorado Springs;El Paso County;2019-09-01;182
Yuma;CO;;Yuma County;2019-10-01;118
Ouray;CO;;Ouray County;2019-03-01;242
Mesa;CO;Grand Junction;Mesa County;2019-06-01;224
Seibert;CO;;Kit Carson County;2019-05-01;74
Seibert;CO;;Kit Carson County;2019-06-01;74
Hot Sulphur Springs;CO;;Grand County;2019-07-01;188
Hot Sulphur Springs;CO;;Grand County;2019-02-01;188
Redvale;CO;Montrose;Montrose County;2019-10-01;152
Karval;CO;;Lincoln County;2019-05-01;100
Arriba;CO;;Lincoln County;2019-04-01;59
Haxtun;CO;;Phillips County;2019-10-01;86
Haxtun;CO;;Phillips County;2019-05-01;86
Cherry Hills Village;CO;Denver-Aurora-Lakewood;Arapahoe County;2019-08-01;733
Cedaredge;CO;;Delta County;2019-11-01;593
Cedaredge;CO;;Delta County;2019-06-01;593
Silt;CO;Glenwood Springs;Garfield County;2019-03-01;1402
Fairplay;CO;Denver-Aurora-Lakewood;Park County;2019-12-01;1142
Fairplay;CO;Denver-Aurora-Lakewood;Park County;2019-06-01;1142
Lyons;CO;Boulder;Boulder County;2019-06-01;357
Pine;CO;Denver-Aurora-Lakewood;Jefferson County;2019-03-01;286
Pine;CO;Denver-Aurora-Lakewood;Jefferson County;2019-01-01;286
Weldona;CO;Fort Morgan;Morgan County;2019-02-01;140
Silverton;CO;;San Juan County;2019-08-01;196
Gleneagle;CO;Colorado Springs;El Paso County;2019-08-01;211
Clark;CO;Steamboat Springs;Routt County;2019-04-01;283
Silver Cliff;CO;;Custer County;2019-11-01;110
Coal Creek;CO;Denver-Aurora-Lakewood;Jefferson County;2019-12-01;302
Coal Creek;CO;Denver-Aurora-Lakewood;Jefferson County;2019-03-01;302
West Pleasant View;CO;Denver-Aurora-Lakewood;Jefferson County;2019-08-01;1656
Stratton;CO;;Kit Carson County;2019-02-01;75
Dacono;CO;Greeley;Weld County;2019-10-01;218
Dacono;CO;Greeley;Weld County;2019-02-01;218
Mountain View;CO;Denver-Aurora-Lakewood;Jefferson County;2019-12-01;388
Egnar;CO;;San Miguel County;2019-05-01;222
Simla;CO;Denver-Aurora-Lakewood;Elbert County;2019-08-01;115
Loma;CO;Grand Junction;Mesa County;2019-02-01;2441
Crowley;CO;;Crowley County;2019-09-01;38
Trinchera;CO;;Las Animas County;2019-12-01;129
Vernon;CO;;Yuma County;2019-12-01;129
Vernon;CO;;Yuma County;2019-01-01;129
Rush;CO;Colorado Springs;El Paso County;2019-08-01;158
Starkville;CO;;Las Animas County;2019-08-01;70
Westcliffe;CO;;Custer County;2019-02-01;130
Empire;CO;Denver-Aurora-Lakewood;Clear Creek County;2019-01-01;242
Strasburg;CO;Denver-Aurora-Lakewood;Adams County;2019-07-01;679
Guffey;CO;Denver-Aurora-Lakewood;Park County;2019-11-01;238
Kersey;CO;Greeley;Weld County;2019-11-01;245
Orchard City;CO;;Delta County;2019-07-01;149
Elizabeth;CO;Denver-Aurora-Lakewood;Elbert County;2019-04-01;391
North Washington;CO;Denver-Aurora-Lakewood;Adams County;2019-07-01;261
Aspen;CO;Glenwood Springs;Pitkin County;2019-02-01;1446
Foxfield;CO;Denver-Aurora-Lakewood;Arapahoe County;2019-07-01;294
Flagler;CO;;Kit Carson County;2019-06-01;69
Cheyenne Wells;CO;;Cheyenne County;2019-08-01;72
Orchard;CO;Fort Morgan;Morgan County;2019-04-01;279
Berthoud;CO;Fort Collins;Larimer County;2019-07-01;19976
Silverthorne;CO;Breckenridge;Summit County;2019-03-01;415
Elbert;CO;Colorado Springs;El Paso County;2019-05-01;199
Thornton;CO;Denver-Aurora-Lakewood;Adams County;2019-08-01;401
Westminster;CO;Denver-Aurora-Lakewood;Adams County;2019-03-01;625
Arvada;CO;Denver-Aurora-Lakewood;Jefferson County;2019-02-01;342
Boulder;CO;Boulder;Boulder County;2019-05-01;778
Montrose;CO;Montrose;Montrose County;2019-10-01;166
Ken Caryl;CO;Denver-Aurora-Lakewood;Jefferson County;2019-10-01;515
Ken Caryl;CO;Denver-Aurora-Lakewood;Jefferson County;2019-08-01;515
Grand Junction;CO;Grand Junction;Mesa County;2019-10-01;502
Brighton;CO;Denver-Aurora-Lakewood;Adams County;2019-11-01;330
Brighton;CO;Denver-Aurora-Lakewood;Adams County;2019-07-01;330
Brighton;CO;Denver-Aurora-Lakewood;Adams County;2019-02-01;330
Rifle;CO;Glenwood Springs;Garfield County;2019-06-01;709
Englewood;CO;Denver-Aurora-Lakewood;Arapahoe County;2019-04-01;459
Federal Heights;CO;Denver-Aurora-Lakewood;Adams County;2019-06-01;245
Federal Heights;CO;Denver-Aurora-Lakewood;Adams County;2019-09-01;245
Northglenn;CO;Denver-Aurora-Lakewood;Adams County;2019-08-01;396
Pueblo;CO;Pueblo;Pueblo County;2019-07-01;165
Lakewood;CO;Denver-Aurora-Lakewood;Jefferson County;2019-02-01;423
Fort Collins;CO;Fort Collins;Larimer County;2019-03-01;718
Basalt;CO;Edwards;Eagle County;2019-05-01;2204
Sedalia;CO;Denver-Aurora-Lakewood;Douglas County;2019-08-01;445
Denver;CO;Denver-Aurora-Lakewood;Denver County;2019-05-01;446
Fruita;CO;Grand Junction;Mesa County;2019-06-01;275
Colorado Springs;CO;Colorado Springs;El Paso County;2019-06-01;300
Bailey;CO;Denver-Aurora-Lakewood;Park County;2019-07-01;258
Brush;CO;Fort Morgan;Morgan County;2019-01-01;95
Brush;CO;Fort Morgan;Morgan County;2019-04-01;95
Fort Morgan;CO;Fort Morgan;Morgan County;2019-07-01;94
Pueblo;CO;Pueblo;Pueblo County;2019-10-01;165
Rifle;CO;Glenwood Springs;Garfield County;2019-02-01;709
Commerce City;CO;Denver-Aurora-Lakewood;Adams County;2019-09-01;357
Conifer;CO;Denver-Aurora-Lakewood;Jefferson County;2019-04-01;304
Glenwood Springs;CO;Glenwood Springs;Garfield County;2019-10-01;3065
Pagosa Springs;CO;;Archuleta County;2019-09-01;268
Franktown;CO;Denver-Aurora-Lakewood;Douglas County;2019-12-01;261
Franktown;CO;Denver-Aurora-Lakewood;Douglas County;2019-08-01;261
Leadville;CO;;Lake County;2019-09-01;211
Applewood;CO;Denver-Aurora-Lakewood;Jefferson County;2019-10-01;311
Applewood;CO;Denver-Aurora-Lakewood;Jefferson County;2019-08-01;311
Sherrelwood;CO;Denver-Aurora-Lakewood;Adams County;2019-10-01;1003
Black Forest;CO;Colorado Springs;El Paso County;2019-07-01;1085
Greeley;CO;Greeley;Weld County;2019-11-01;196
Welby;CO;Denver-Aurora-Lakewood;Adams County;2019-10-01;268
Welby;CO;Denver-Aurora-Lakewood;Adams County;2019-07-01;268
Monument;CO;Colorado Springs;El Paso County;2019-07-01;241
Monument;CO;Colorado Springs;El Paso County;2019-10-01;241
Monument;CO;Colorado Springs;El Paso County;2019-06-01;241
Delta;CO;;Delta County;2019-12-01;141
Delta;CO;;Delta County;2019-07-01;141
Lafayette;CO;Boulder;Boulder County;2019-09-01;481
Evans;CO;Greeley;Weld County;2019-01-01;238
Sedalia;CO;Denver-Aurora-Lakewood;Douglas County;2019-09-01;445
Fort Collins;CO;Fort Collins;Larimer County;2019-11-01;718
Aurora;CO;Denver-Aurora-Lakewood;Arapahoe County;2019-11-01;307
Louisville;CO;Boulder;Boulder County;2019-12-01;373
Canon City;CO;Cañon City;Fremont County;2019-11-01;159
Canon City;CO;Cañon City;Fremont County;2019-05-01;159
Columbine;CO;Denver-Aurora-Lakewood;Jefferson County;2019-02-01;238
Evergreen;CO;Denver-Aurora-Lakewood;Jefferson County;2019-06-01;557
Westminster;CO;Denver-Aurora-Lakewood;Adams County;2019-07-01;625
Salida;CO;;Chaffee County;2019-12-01;1671
Salida;CO;;Chaffee County;2019-03-01;1671
Cherry Hills Village;CO;Denver-Aurora-Lakewood;Arapahoe County;2019-09-01;733
Avon;CO;Edwards;Eagle County;2019-03-01;461
Steamboat Springs;CO;Steamboat Springs;Routt County;2019-02-01;1100
Platteville;CO;Greeley;Weld County;2019-11-01;210
Platteville;CO;Greeley;Weld County;2019-10-01;210
Platteville;CO;Greeley;Weld County;2019-08-01;210
Stratmoor;CO;Colorado Springs;El Paso County;2019-01-01;231
Denver;CO;Denver-Aurora-Lakewood;Denver County;2019-11-01;446
Bailey;CO;Denver-Aurora-Lakewood;Park County;2019-08-01;258
Brush;CO;Fort Morgan;Morgan County;2019-03-01;95
Northglenn;CO;Denver-Aurora-Lakewood;Adams County;2019-11-01;396
Northglenn;CO;Denver-Aurora-Lakewood;Adams County;2019-01-01;396
Sherrelwood;CO;Denver-Aurora-Lakewood;Adams County;2019-09-01;1003
Las Animas;CO;;Bent County;2019-10-01;31
Las Animas;CO;;Bent County;2019-09-01;31
Longmont;CO;Boulder;Boulder County;2019-09-01;477
Montrose;CO;Montrose;Montrose County;2019-04-01;166
Ken Caryl;CO;Denver-Aurora-Lakewood;Jefferson County;2019-09-01;515
Buena Vista;CO;;Chaffee County;2019-03-01;471
Roxborough Park;CO;Denver-Aurora-Lakewood;Douglas County;2019-12-01;343
Windsor;CO;Greeley;Weld County;2019-07-01;188
Keenesburg;CO;Greeley;Weld County;2019-11-01;252
Glendale;CO;Denver-Aurora-Lakewood;Arapahoe County;2019-04-01;318
Palisade;CO;Grand Junction;Mesa County;2019-01-01;1381
Yuma;CO;;Yuma County;2019-11-01;118
Idaho Springs;CO;Denver-Aurora-Lakewood;Clear Creek County;2019-02-01;248
Florissant;CO;Colorado Springs;Teller County;2019-12-01;201
Florissant;CO;Colorado Springs;Teller County;2019-02-01;201
Holly;CO;;Prowers County;2019-12-01;54
Lyons;CO;Boulder;Boulder County;2019-11-01;357
Lyons;CO;Boulder;Boulder County;2019-02-01;357
Lochbuie;CO;Greeley;Weld County;2019-11-01;209
Todd Creek;CO;Denver-Aurora-Lakewood;Adams County;2019-09-01;1841
Gypsum;CO;Edwards;Eagle County;2019-10-01;1004
Granby;CO;;Grand County;2019-02-01;249
Leadville;CO;;Lake County;2019-07-01;211
Leadville;CO;;Lake County;2019-02-01;211
Applewood;CO;Denver-Aurora-Lakewood;Jefferson County;2019-03-01;311
Pine;CO;Denver-Aurora-Lakewood;Jefferson County;2019-09-01;286
Mead;CO;Greeley;Weld County;2019-05-01;204
Akron;CO;;Washington County;2019-01-01;95
Hayden;CO;Steamboat Springs;Routt County;2019-09-01;196
Coaldale;CO;Cañon City;Fremont County;2019-03-01;221
Coaldale;CO;Cañon City;Fremont County;2019-07-01;221
Coal Creek;CO;Denver-Aurora-Lakewood;Jefferson County;2019-09-01;302
Coal Creek;CO;Cañon City;Fremont County;2019-04-01;121
Howard;CO;Cañon City;Fremont County;2019-05-01;237
Red Feather Lakes;CO;Fort Collins;Larimer County;2019-08-01;1610
Ordway;CO;;Crowley County;2019-04-01;49
Crawford;CO;;Delta County;2019-11-01;229
Crested Butte;CO;;Gunnison County;2019-11-01;1320
Holyoke;CO;;Phillips County;2019-10-01;95
Eaton;CO;Greeley;Weld County;2019-01-01;242
De Beque;CO;Grand Junction;Mesa County;2019-04-01;244
Paonia;CO;;Delta County;2019-07-01;179
Vail;CO;Edwards;Eagle County;2019-07-01;932
Aspen;CO;Glenwood Springs;Pitkin County;2019-06-01;1446
Superior;CO;Boulder;Boulder County;2019-07-01;267
Evans;CO;Greeley;Weld County;2019-02-01;238
Welby;CO;Denver-Aurora-Lakewood;Adams County;2019-11-01;268
Welby;CO;Denver-Aurora-Lakewood;Adams County;2019-05-01;268
Evergreen;CO;Denver-Aurora-Lakewood;Jefferson County;2019-08-01;557
Fort Morgan;CO;Fort Morgan;Morgan County;2019-11-01;94
Fort Morgan;CO;Fort Morgan;Morgan County;2019-09-01;94
Gunnison;CO;;Gunnison County;2019-12-01;239
Monument;CO;Colorado Springs;El Paso County;2019-05-01;241
Glenwood Springs;CO;Glenwood Springs;Garfield County;2019-05-01;3065
Cortez;CO;;Montezuma County;2019-05-01;177
Clifton;CO;Grand Junction;Mesa County;2019-03-01;572
Delta;CO;;Delta County;2019-02-01;141
Wheat Ridge;CO;Denver-Aurora-Lakewood;Jefferson County;2019-11-01;513
Lafayette;CO;Boulder;Boulder County;2019-11-01;481
Lafayette;CO;Boulder;Boulder County;2019-08-01;481
Erie;CO;Greeley;Weld County;2019-12-01;418
Erie;CO;Greeley;Weld County;2019-08-01;418
Peyton;CO;Colorado Springs;El Paso County;2019-12-01;423
Steamboat Springs;CO;Steamboat Springs;Routt County;2019-07-01;1100
Black Forest;CO;Colorado Springs;El Paso County;2019-11-01;1085
Gypsum;CO;Edwards;Eagle County;2019-07-01;1004
Pagosa Springs;CO;;Archuleta County;2019-07-01;268
Pagosa Springs;CO;;Archuleta County;2019-02-01;268
La Junta;CO;;Otero County;2019-03-01;244
Firestone;CO;Greeley;Weld County;2019-05-01;179
Firestone;CO;Greeley;Weld County;2019-08-01;179
Lamar;CO;;Prowers County;2019-07-01;80
Estes Park;CO;Fort Collins;Larimer County;2019-07-01;790
Denver;CO;Denver-Aurora-Lakewood;Denver County;2019-08-01;446
Aurora;CO;Denver-Aurora-Lakewood;Arapahoe County;2019-06-01;307
Aurora;CO;Denver-Aurora-Lakewood;Arapahoe County;2019-01-01;307
Commerce City;CO;Denver-Aurora-Lakewood;Adams County;2019-02-01;357
Security-Widefield;CO;Colorado Springs;El Paso County;2019-12-01;353
Monte Vista;CO;;Rio Grande County;2019-08-01;112
Buena Vista;CO;;Chaffee County;2019-12-01;471
Pine;CO;Denver-Aurora-Lakewood;Jefferson County;2019-02-01;286
Niwot;CO;Boulder;Boulder County;2019-07-01;328
Byers;CO;Denver-Aurora-Lakewood;Arapahoe County;2019-10-01;1957
Byers;CO;Denver-Aurora-Lakewood;Arapahoe County;2019-05-01;1957
Center;CO;;Saguache County;2019-10-01;71
Laporte;CO;Fort Collins;Larimer County;2019-03-01;2044
Carbondale;CO;Glenwood Springs;Garfield County;2019-12-01;1526
Romeo;CO;;Conejos County;2019-05-01;61
Nathrop;CO;;Chaffee County;2019-03-01;289
Grand Lake;CO;;Grand County;2019-04-01;273
Grand Lake;CO;;Grand County;2019-03-01;273
Mead;CO;Greeley;Weld County;2019-04-01;204
North Washington;CO;Denver-Aurora-Lakewood;Adams County;2019-10-01;261
North Washington;CO;Denver-Aurora-Lakewood;Adams County;2019-05-01;261
Loma;CO;Grand Junction;Mesa County;2019-10-01;2441
Orchard City;CO;;Delta County;2019-09-01;149
Hugo;CO;;Lincoln County;2019-08-01;84
Grover;CO;Greeley;Weld County;2019-10-01;225
Grover;CO;Greeley;Weld County;2019-04-01;225
Rockvale;CO;Cañon City;Fremont County;2019-06-01;106
Carbondale;CO;Glenwood Springs;Garfield County;2019-03-01;1526
Ordway;CO;;Crowley County;2019-12-01;49
Rush;CO;Colorado Springs;El Paso County;2019-06-01;158
Atwood;CO;Sterling;Logan County;2019-12-01;188
Eckley;CO;;Yuma County;2019-10-01;83
Bennett;CO;Denver-Aurora-Lakewood;Adams County;2019-05-01;1540
Strasburg;CO;Denver-Aurora-Lakewood;Adams County;2019-08-01;679
Strasburg;CO;Denver-Aurora-Lakewood;Adams County;2019-01-01;679
Red Cliff;CO;Edwards;Eagle County;2019-03-01;293
Hayden;CO;Steamboat Springs;Routt County;2019-06-01;196
Genesee;CO;Denver-Aurora-Lakewood;Jefferson County;2019-01-01;317
Bond;CO;Edwards;Eagle County;2019-02-01;312
Mesa;CO;Grand Junction;Mesa County;2019-07-01;224
Amherst;CO;;Phillips County;2019-12-01;66
Amherst;CO;;Phillips County;2019-04-01;66
Seibert;CO;;Kit Carson County;2019-04-01;74
East Pleasant View;CO;Denver-Aurora-Lakewood;Jefferson County;2019-03-01;279
Hillrose;CO;Fort Morgan;Morgan County;2019-12-01;83
Hillrose;CO;Fort Morgan;Morgan County;2019-10-01;83
Hillrose;CO;Fort Morgan;Morgan County;2019-01-01;83
Phippsburg;CO;Steamboat Springs;Routt County;2019-07-01;170
Cahone;CO;;Dolores County;2019-04-01;91
Cahone;CO;;Dolores County;2019-09-01;91
Yampa;CO;Steamboat Springs;Routt County;2019-11-01;152
Yampa;CO;Steamboat Springs;Routt County;2019-06-01;152
Cowdrey;CO;;Jackson County;2019-02-01;62
Cowdrey;CO;;Jackson County;2019-09-01;62
Twin Lakes;CO;;Lake County;2019-07-01;244
Twin Lakes;CO;;Lake County;2019-08-01;244
Louviers;CO;Denver-Aurora-Lakewood;Douglas County;2019-12-01;278
Louviers;CO;Denver-Aurora-Lakewood;Douglas County;2019-10-01;278
Howard;CO;Cañon City;Fremont County;2019-10-01;237
Red Feather Lakes;CO;Fort Collins;Larimer County;2019-04-01;1610
Mount Crested Butte;CO;;Gunnison County;2019-07-01;351
Wray;CO;;Yuma County;2019-06-01;117
Manzanola;CO;;Otero County;2019-03-01;80
Pleasant View;CO;;Montezuma County;2019-07-01;166
Kiowa;CO;Denver-Aurora-Lakewood;Elbert County;2019-12-01;248
Watkins;CO;Denver-Aurora-Lakewood;Arapahoe County;2019-07-01;302
Hasty;CO;;Bent County;2019-10-01;46
Hotchkiss;CO;;Delta County;2019-02-01;939
Acres Green;CO;Denver-Aurora-Lakewood;Douglas County;2019-07-01;243
Springfield;CO;;Baca County;2019-03-01;59
Springfield;CO;;Baca County;2019-09-01;59
Windsor;CO;Greeley;Weld County;2019-02-01;188
Greenwood Village;CO;Denver-Aurora-Lakewood;Arapahoe County;2019-05-01;494
Akron;CO;;Washington County;2019-08-01;95
Firestone;CO;Greeley;Weld County;2019-09-01;179
