Zip code;State;Metro;County name;Date;Home value ($ per m2)
Erie;CO;Greeley;Weld County;2019-02-01;418
Steamboat Springs;CO;Steamboat Springs;Routt County;2019-11-01;1100
Basalt;CO;Edwards;Eagle County;2019-02-01;2204
Edwards;CO;Edwards;Eagle County;2019-11-01;2292
Edwards;CO;Edwards;Eagle County;2019-09-01;2292
Idledale;CO;Denver-Aurora-Lakewood;Jefferson County;2019-11-01;402
Black Hawk;CO;Denver-Aurora-Lakewood;Gilpin County;2019-09-01;217
Lone Tree;CO;Denver-Aurora-Lakewood;Douglas County;2019-03-01;222
Clifton;CO;Grand Junction;Mesa County;2019-08-01;572
Delta;CO;;Delta County;2019-10-01;141
Delta;CO;;Delta County;2019-03-01;141
Williamsburg;CO;Cañon City;Fremont County;2019-10-01;139
Stoneham;CO;Greeley;Weld County;2019-12-01;261
Stoneham;CO;Greeley;Weld County;2019-09-01;261
Sheridan Lake;CO;;Kiowa County;2019-05-01;82
Sheridan Lake;CO;;Kiowa County;2019-01-01;82
Sheridan Lake;CO;;Kiowa County;2019-04-01;82
Manassa;CO;;Conejos County;2019-03-01;99
Ohio City;CO;;Gunnison County;2019-07-01;239
Allenspark;CO;Boulder;Boulder County;2019-10-01;417
Karval;CO;;Lincoln County;2019-12-01;100
Haswell;CO;;Kiowa County;2019-07-01;32
Cahone;CO;;Dolores County;2019-03-01;91
Cahone;CO;;Dolores County;2019-02-01;91
Whitewater;CO;Grand Junction;Mesa County;2019-02-01;207
Ault;CO;Greeley;Weld County;2019-04-01;214
Hesperus;CO;Durango;La Plata County;2019-11-01;195
Wellington;CO;Fort Collins;Larimer County;2019-02-01;3593
Elbert;CO;Colorado Springs;El Paso County;2019-06-01;199
Yampa;CO;Steamboat Springs;Routt County;2019-05-01;152
Yampa;CO;Steamboat Springs;Routt County;2019-02-01;152
Windsor;CO;Greeley;Weld County;2019-04-01;188
Wiggins;CO;Fort Morgan;Morgan County;2019-06-01;135
Dinosaur;CO;Craig;Moffat County;2019-05-01;61
Kirk;CO;;Yuma County;2019-02-01;124
Federal Heights;CO;Denver-Aurora-Lakewood;Adams County;2019-12-01;245
Federal Heights;CO;Denver-Aurora-Lakewood;Adams County;2019-07-01;245
Berthoud;CO;Fort Collins;Larimer County;2019-09-01;19976
Gypsum;CO;Edwards;Eagle County;2019-03-01;1004
Silver Plume;CO;Denver-Aurora-Lakewood;Clear Creek County;2019-06-01;239
Aspen;CO;Glenwood Springs;Pitkin County;2019-08-01;1446
Kim;CO;;Las Animas County;2019-07-01;84
Kim;CO;;Las Animas County;2019-04-01;84
Nathrop;CO;;Chaffee County;2019-11-01;289
Fairplay;CO;Denver-Aurora-Lakewood;Park County;2019-07-01;1142
Haxtun;CO;;Phillips County;2019-09-01;86
Estes Park;CO;Fort Collins;Larimer County;2019-09-01;790
Poncha Springs;CO;;Chaffee County;2019-12-01;233
Black Forest;CO;Colorado Springs;El Paso County;2019-01-01;1085
Garcia;CO;;Costilla County;2019-10-01;63
Eaton;CO;Greeley;Weld County;2019-10-01;242
Springfield;CO;;Baca County;2019-10-01;59
Springfield;CO;;Baca County;2019-02-01;59
Mack;CO;Grand Junction;Mesa County;2019-10-01;180
Maybell;CO;Craig;Moffat County;2019-03-01;101
Meredith;CO;Glenwood Springs;Pitkin County;2019-09-01;379
Ouray;CO;;Ouray County;2019-06-01;242
Amherst;CO;;Phillips County;2019-11-01;66
Victor;CO;Colorado Springs;Teller County;2019-06-01;122
Cope;CO;;Washington County;2019-02-01;3678
Bedrock;CO;Montrose;Montrose County;2019-05-01;183
East Pleasant View;CO;Denver-Aurora-Lakewood;Jefferson County;2019-07-01;279
Fort Lupton;CO;Greeley;Weld County;2019-08-01;219
Fort Lupton;CO;Greeley;Weld County;2019-02-01;219
Alamosa;CO;;Alamosa County;2019-12-01;134
Alamosa;CO;;Alamosa County;2019-07-01;134
Alamosa;CO;;Alamosa County;2019-01-01;134
McClave;CO;;Bent County;2019-02-01;43
Keenesburg;CO;Greeley;Weld County;2019-04-01;252
Sterling;CO;Sterling;Logan County;2019-11-01;136
Lindon;CO;;Washington County;2019-10-01;98
Pitkin;CO;;Gunnison County;2019-12-01;236
Burns;CO;Edwards;Eagle County;2019-01-01;183
Lamar;CO;;Prowers County;2019-04-01;80
Loveland;CO;Fort Collins;Larimer County;2019-03-01;935
Loveland;CO;Fort Collins;Larimer County;2019-02-01;935
Franktown;CO;Denver-Aurora-Lakewood;Douglas County;2019-07-01;261
Applewood;CO;Denver-Aurora-Lakewood;Jefferson County;2019-04-01;311
Leadville;CO;;Lake County;2019-05-01;211
Applewood;CO;Denver-Aurora-Lakewood;Jefferson County;2019-07-01;311
Applewood;CO;Denver-Aurora-Lakewood;Jefferson County;2019-09-01;311
Fountain;CO;Colorado Springs;El Paso County;2019-03-01;328
Erie;CO;Greeley;Weld County;2019-11-01;418
Sherrelwood;CO;Denver-Aurora-Lakewood;Adams County;2019-04-01;1003
Security-Widefield;CO;Colorado Springs;El Paso County;2019-03-01;353
Security-Widefield;CO;Colorado Springs;El Paso County;2019-09-01;353
Columbine;CO;Denver-Aurora-Lakewood;Jefferson County;2019-10-01;238
Golden;CO;Denver-Aurora-Lakewood;Jefferson County;2019-04-01;725
Peyton;CO;Colorado Springs;El Paso County;2019-01-01;423
Twin Lakes;CO;Denver-Aurora-Lakewood;Adams County;2019-11-01;286
Twin Lakes;CO;Denver-Aurora-Lakewood;Adams County;2019-01-01;286
Windsor;CO;Greeley;Weld County;2019-10-01;188
Northglenn;CO;Denver-Aurora-Lakewood;Adams County;2019-03-01;396
Yuma;CO;;Yuma County;2019-06-01;118
Dolores;CO;;Montezuma County;2019-08-01;229
Fort Lupton;CO;Greeley;Weld County;2019-07-01;219
Cortez;CO;;Montezuma County;2019-06-01;177
La Salle;CO;Greeley;Weld County;2019-05-01;206
Ken Caryl;CO;Denver-Aurora-Lakewood;Jefferson County;2019-06-01;515
Westcliffe;CO;;Custer County;2019-10-01;130
Galeton;CO;Greeley;Weld County;2019-08-01;276
Fort Morgan;CO;Fort Morgan;Morgan County;2019-03-01;94
Akron;CO;;Washington County;2019-06-01;95
Timnath;CO;Fort Collins;Larimer County;2019-05-01;5103
Timnath;CO;Fort Collins;Larimer County;2019-01-01;5103
Rollinsville;CO;Denver-Aurora-Lakewood;Gilpin County;2019-08-01;193
Drake;CO;Fort Collins;Larimer County;2019-03-01;308
Drake;CO;Fort Collins;Larimer County;2019-06-01;308
Cripple Creek;CO;Colorado Springs;Teller County;2019-08-01;172
Snowmass Village;CO;Glenwood Springs;Pitkin County;2019-04-01;3051
Swink;CO;;Otero County;2019-03-01;63
Lake George;CO;Denver-Aurora-Lakewood;Park County;2019-03-01;231
Boone;CO;Pueblo;Pueblo County;2019-02-01;87
De Beque;CO;Grand Junction;Mesa County;2019-09-01;244
Keenesburg;CO;Greeley;Weld County;2019-05-01;252
Center;CO;;Saguache County;2019-01-01;71
Antonito;CO;;Conejos County;2019-10-01;383
Rangely;CO;;Rio Blanco County;2019-06-01;107
Ordway;CO;;Crowley County;2019-07-01;49
Winter Park;CO;;Grand County;2019-08-01;454
Nathrop;CO;;Chaffee County;2019-02-01;289
Nathrop;CO;;Chaffee County;2019-09-01;289
Yoder;CO;Colorado Springs;El Paso County;2019-05-01;172
Crestone;CO;;Saguache County;2019-09-01;156
Severance;CO;Greeley;Weld County;2019-07-01;465
Severance;CO;Greeley;Weld County;2019-01-01;465
Snowmass Village;CO;Glenwood Springs;Pitkin County;2019-01-01;3051
Ault;CO;Greeley;Weld County;2019-08-01;214
Frisco;CO;Breckenridge;Summit County;2019-05-01;549
Coal Creek;CO;Cañon City;Fremont County;2019-05-01;121
Coal Creek;CO;Cañon City;Fremont County;2019-01-01;121
Rockvale;CO;Cañon City;Fremont County;2019-10-01;106
Rockvale;CO;Cañon City;Fremont County;2019-07-01;106
Laporte;CO;Fort Collins;Larimer County;2019-04-01;2044
La Veta;CO;;Huerfano County;2019-11-01;1091
Fowler;CO;;Otero County;2019-01-01;76
Grant;CO;Denver-Aurora-Lakewood;Park County;2019-10-01;250
Grant;CO;Denver-Aurora-Lakewood;Park County;2019-06-01;250
Grant;CO;Denver-Aurora-Lakewood;Park County;2019-09-01;250
Bonanza City;CO;;Saguache County;2019-12-01;147
Trinchera;CO;;Las Animas County;2019-01-01;129
Vernon;CO;;Yuma County;2019-04-01;129
Greeley;CO;Greeley;Weld County;2019-09-01;196
Crowley;CO;;Crowley County;2019-02-01;38
Kersey;CO;Greeley;Weld County;2019-06-01;245
Arvada;CO;Denver-Aurora-Lakewood;Jefferson County;2019-10-01;342
Arvada;CO;Denver-Aurora-Lakewood;Jefferson County;2019-08-01;342
Boulder;CO;Boulder;Boulder County;2019-01-01;778
Pueblo;CO;Pueblo;Pueblo County;2019-08-01;165
Whitewater;CO;Grand Junction;Mesa County;2019-11-01;207
Whitewater;CO;Grand Junction;Mesa County;2019-06-01;207
Longmont;CO;Boulder;Boulder County;2019-01-01;477
Sanford;CO;;Costilla County;2019-09-01;98
Paonia;CO;;Delta County;2019-11-01;179
Keenesburg;CO;Greeley;Weld County;2019-10-01;252
Colorado Springs;CO;Colorado Springs;El Paso County;2019-09-01;300
Watkins;CO;Denver-Aurora-Lakewood;Arapahoe County;2019-11-01;302
Winter Park;CO;;Grand County;2019-11-01;454
Ophir;CO;;San Miguel County;2019-11-01;356
Walden;CO;;Jackson County;2019-03-01;107
Walden;CO;;Jackson County;2019-08-01;107
Cokedale;CO;;Las Animas County;2019-07-01;83
Cokedale;CO;;Las Animas County;2019-09-01;83
Fleming;CO;Sterling;Logan County;2019-12-01;132
Parshall;CO;;Grand County;2019-07-01;304
Arapahoe;CO;;Cheyenne County;2019-03-01;110
Wiggins;CO;Fort Morgan;Morgan County;2019-02-01;135
Marble;CO;;Gunnison County;2019-05-01;280
Granada;CO;;Prowers County;2019-05-01;53
Granada;CO;;Prowers County;2019-02-01;53
Eckley;CO;;Yuma County;2019-02-01;83
Hasty;CO;;Bent County;2019-12-01;46
Hasty;CO;;Bent County;2019-02-01;46
Coaldale;CO;Cañon City;Fremont County;2019-05-01;221
Pierce;CO;Greeley;Weld County;2019-12-01;203
Red Feather Lakes;CO;Fort Collins;Larimer County;2019-03-01;1610
Pleasant View;CO;;Montezuma County;2019-02-01;166
Empire;CO;Denver-Aurora-Lakewood;Clear Creek County;2019-02-01;242
Gill;CO;Greeley;Weld County;2019-12-01;277
Gill;CO;Greeley;Weld County;2019-03-01;277
Merino;CO;Sterling;Logan County;2019-12-01;154
Cokedale;CO;;Las Animas County;2019-05-01;83
Bennett;CO;Denver-Aurora-Lakewood;Adams County;2019-11-01;1541
Bennett;CO;Denver-Aurora-Lakewood;Adams County;2019-01-01;1540
Model;CO;;Las Animas County;2019-06-01;130
Matheson;CO;Denver-Aurora-Lakewood;Elbert County;2019-07-01;142
Aguilar;CO;;Las Animas County;2019-12-01;117
Ward;CO;Boulder;Boulder County;2019-03-01;355
Sugar City;CO;;Crowley County;2019-12-01;47
Sugar City;CO;;Crowley County;2019-08-01;47
Cheyenne Wells;CO;;Cheyenne County;2019-05-01;72
Moffat;CO;;Saguache County;2019-01-01;127
Briggsdale;CO;Greeley;Weld County;2019-06-01;223
Naturita;CO;Montrose;Montrose County;2019-09-01;89
Cimarron;CO;;Gunnison County;2019-06-01;193
Hillrose;CO;Fort Morgan;Morgan County;2019-05-01;83
McClave;CO;;Bent County;2019-11-01;43
Blanca;CO;;Costilla County;2019-01-01;76
Saguache;CO;;Saguache County;2019-06-01;121
Saguache;CO;;Saguache County;2019-07-01;121
Tabernash;CO;;Grand County;2019-01-01;250
Gardner;CO;;Huerfano County;2019-07-01;165
Red Cliff;CO;Edwards;Eagle County;2019-10-01;293
Sedgwick;CO;;Sedgwick County;2019-01-01;42
Jefferson;CO;Denver-Aurora-Lakewood;Park County;2019-05-01;238
Jamestown;CO;Boulder;Boulder County;2019-10-01;337
Branson;CO;;Las Animas County;2019-10-01;70
Telluride;CO;;San Miguel County;2019-03-01;829
Telluride;CO;;San Miguel County;2019-08-01;829
Allenspark;CO;Boulder;Boulder County;2019-09-01;417
Pritchett;CO;;Baca County;2019-09-01;43
Ouray;CO;;Ouray County;2019-11-01;242
Timnath;CO;Fort Collins;Larimer County;2019-10-01;5103
Lewis;CO;;Montezuma County;2019-10-01;176
Powderhorn;CO;;Gunnison County;2019-11-01;211
Powderhorn;CO;;Gunnison County;2019-02-01;211
Central City;CO;Denver-Aurora-Lakewood;Gilpin County;2019-12-01;213
Arlington;CO;;Kiowa County;2019-01-01;29
Williamsburg;CO;Cañon City;Fremont County;2019-04-01;139
Rico;CO;;Dolores County;2019-08-01;192
Mc Coy;CO;Steamboat Springs;Routt County;2019-03-01;306
Mc Coy;CO;Steamboat Springs;Routt County;2019-02-01;306
Chromo;CO;;Archuleta County;2019-08-01;178
Chromo;CO;;Archuleta County;2019-04-01;178
Iliff;CO;Sterling;Logan County;2019-04-01;159
Marble;CO;;Gunnison County;2019-08-01;280
Fort Garland;CO;;Costilla County;2019-02-01;143
Wiley;CO;;Prowers County;2019-05-01;75
Beulah;CO;Pueblo;Pueblo County;2019-12-01;174
Beulah;CO;Pueblo;Pueblo County;2019-03-01;174
Saint Marys;CO;Denver-Aurora-Lakewood;Clear Creek County;2019-03-01;243
San Luis;CO;;Costilla County;2019-03-01;80
San Luis;CO;;Costilla County;2019-01-01;80
Sawpit;CO;;San Miguel County;2019-03-01;378
South Fork;CO;;Rio Grande County;2019-11-01;906
South Fork;CO;;Rio Grande County;2019-03-01;906
Grover;CO;Greeley;Weld County;2019-12-01;225
Mountain Village;CO;;San Miguel County;2019-06-01;1705
Minturn;CO;Edwards;Eagle County;2019-03-01;930
Kittredge;CO;Denver-Aurora-Lakewood;Jefferson County;2019-07-01;325
Karval;CO;;Lincoln County;2019-06-01;100
Monte Vista;CO;;Rio Grande County;2019-06-01;112
Bailey;CO;Denver-Aurora-Lakewood;Park County;2019-05-01;258
Milliken;CO;Greeley;Weld County;2019-02-01;185
Roxborough Park;CO;Denver-Aurora-Lakewood;Douglas County;2019-10-01;343
Littleton;CO;Denver-Aurora-Lakewood;Arapahoe County;2019-05-01;335
Littleton;CO;Denver-Aurora-Lakewood;Arapahoe County;2019-08-01;335
Littleton;CO;Denver-Aurora-Lakewood;Arapahoe County;2019-01-01;335
Golden;CO;Denver-Aurora-Lakewood;Jefferson County;2019-09-01;725
Commerce City;CO;Denver-Aurora-Lakewood;Adams County;2019-11-01;357
Englewood;CO;Denver-Aurora-Lakewood;Arapahoe County;2019-03-01;459
Wheat Ridge;CO;Denver-Aurora-Lakewood;Jefferson County;2019-02-01;513
Lafayette;CO;Boulder;Boulder County;2019-03-01;481
Lafayette;CO;Boulder;Boulder County;2019-01-01;481
Lafayette;CO;Boulder;Boulder County;2019-02-01;481
Castle Rock;CO;Denver-Aurora-Lakewood;Douglas County;2019-02-01;184
Fort Morgan;CO;Fort Morgan;Morgan County;2019-02-01;94
Greeley;CO;Greeley;Weld County;2019-12-01;196
Greeley;CO;Greeley;Weld County;2019-07-01;196
Fort Collins;CO;Fort Collins;Larimer County;2019-02-01;718
Thornton;CO;Denver-Aurora-Lakewood;Adams County;2019-07-01;401
Branson;CO;;Las Animas County;2019-03-01;70
Twin Lakes;CO;;Lake County;2019-02-01;244
Hooper;CO;;Alamosa County;2019-07-01;73
McClave;CO;;Bent County;2019-03-01;43
Joes;CO;;Yuma County;2019-05-01;133
Strasburg;CO;Denver-Aurora-Lakewood;Adams County;2019-11-01;679
Ault;CO;Greeley;Weld County;2019-06-01;214
Limon;CO;;Lincoln County;2019-12-01;103
Genesee;CO;Denver-Aurora-Lakewood;Jefferson County;2019-09-01;317
La Jara;CO;;Conejos County;2019-03-01;98
La Jara;CO;;Conejos County;2019-06-01;98
Nathrop;CO;;Chaffee County;2019-08-01;289
Mountain Village;CO;;San Miguel County;2019-01-01;1705
Woodrow;CO;;Washington County;2019-05-01;97
Egnar;CO;;San Miguel County;2019-07-01;222
Idalia;CO;;Yuma County;2019-07-01;149
Padroni;CO;Sterling;Logan County;2019-12-01;156
Padroni;CO;Sterling;Logan County;2019-10-01;156
Mountain View;CO;Denver-Aurora-Lakewood;Jefferson County;2019-09-01;388
Wild Horse;CO;;Cheyenne County;2019-05-01;104
Wild Horse;CO;;Cheyenne County;2019-08-01;104
Simla;CO;Denver-Aurora-Lakewood;Elbert County;2019-05-01;115
Nathrop;CO;;Chaffee County;2019-06-01;289
Rye;CO;Pueblo;Pueblo County;2019-04-01;163
Yoder;CO;Colorado Springs;El Paso County;2019-06-01;172
Crook;CO;Sterling;Logan County;2019-12-01;137
Placerville;CO;;San Miguel County;2019-08-01;321
Norwood;CO;;San Miguel County;2019-07-01;188
Garden City;CO;Greeley;Weld County;2019-01-01;224
Sheridan Lake;CO;;Kiowa County;2019-08-01;82
Hartman;CO;;Prowers County;2019-01-01;32
Amherst;CO;;Phillips County;2019-08-01;66
Bow Mar;CO;Denver-Aurora-Lakewood;Arapahoe County;2019-12-01;474
Black Hawk;CO;Denver-Aurora-Lakewood;Gilpin County;2019-03-01;217
Downieville-Lawson-Dumont;CO;Denver-Aurora-Lakewood;Clear Creek County;2019-07-01;259
Winter Park;CO;;Grand County;2019-06-01;454
Ophir;CO;;San Miguel County;2019-01-01;356
Silver Cliff;CO;;Custer County;2019-02-01;110
Silverton;CO;;San Juan County;2019-10-01;196
Walden;CO;;Jackson County;2019-10-01;107
Coal Creek;CO;Denver-Aurora-Lakewood;Jefferson County;2019-07-01;302
Granby;CO;;Grand County;2019-01-01;249
Pierce;CO;Greeley;Weld County;2019-07-01;203
Blanca;CO;;Costilla County;2019-05-01;76
Green Mountain Falls;CO;Colorado Springs;El Paso County;2019-01-01;284
Dillon;CO;Breckenridge;Summit County;2019-02-01;514
Las Animas;CO;;Bent County;2019-06-01;31
Somerset;CO;;Gunnison County;2019-03-01;224
Rocky Ford;CO;;Otero County;2019-10-01;70
Rocky Ford;CO;;Otero County;2019-01-01;70
Grant;CO;Denver-Aurora-Lakewood;Park County;2019-04-01;250
Burlington;CO;;Kit Carson County;2019-10-01;90
Cedaredge;CO;;Delta County;2019-04-01;593
Gleneagle;CO;Colorado Springs;El Paso County;2019-07-01;211
Arapahoe;CO;;Cheyenne County;2019-10-01;110
Silt;CO;Glenwood Springs;Garfield County;2019-09-01;1402
Fort Garland;CO;;Costilla County;2019-11-01;143
Hudson;CO;Greeley;Weld County;2019-07-01;300
Livermore;CO;Fort Collins;Larimer County;2019-04-01;3814
Livermore;CO;Fort Collins;Larimer County;2019-09-01;3814
Limon;CO;;Lincoln County;2019-11-01;103
Atwood;CO;Sterling;Logan County;2019-04-01;188
Bennett;CO;Denver-Aurora-Lakewood;Adams County;2019-02-01;1540
Merino;CO;Sterling;Logan County;2019-11-01;154
Briggsdale;CO;Greeley;Weld County;2019-02-01;223
Orchard;CO;Fort Morgan;Morgan County;2019-11-01;279
Sugar City;CO;;Crowley County;2019-04-01;47
Ward;CO;Boulder;Boulder County;2019-10-01;355
Ward;CO;Boulder;Boulder County;2019-08-01;355
Mancos;CO;;Montezuma County;2019-08-01;280
Mead;CO;Greeley;Weld County;2019-07-01;204
Mead;CO;Greeley;Weld County;2019-01-01;204
Winter Park;CO;;Grand County;2019-04-01;454
Idaho Springs;CO;Denver-Aurora-Lakewood;Clear Creek County;2019-01-01;248
Keystone;CO;Breckenridge;Summit County;2019-12-01;882
Keystone;CO;Breckenridge;Summit County;2019-10-01;882
Laporte;CO;Fort Collins;Larimer County;2019-12-01;2044
Laporte;CO;Fort Collins;Larimer County;2019-01-01;2044
Eaton;CO;Greeley;Weld County;2019-12-01;242
Eaton;CO;Greeley;Weld County;2019-05-01;242
Eaton;CO;Greeley;Weld County;2019-04-01;242
De Beque;CO;Grand Junction;Mesa County;2019-12-01;244
Bellvue;CO;Fort Collins;Larimer County;2019-04-01;2170
La Veta;CO;;Huerfano County;2019-08-01;1091
Center;CO;;Saguache County;2019-08-01;71
Lake George;CO;Denver-Aurora-Lakewood;Park County;2019-05-01;231
Lake George;CO;Denver-Aurora-Lakewood;Park County;2019-09-01;231
Otis;CO;;Washington County;2019-04-01;63
Parshall;CO;;Grand County;2019-03-01;304
Roggen;CO;Greeley;Weld County;2019-03-01;247
Roggen;CO;Greeley;Weld County;2019-08-01;247
Roggen;CO;Greeley;Weld County;2019-09-01;247
Hayden;CO;Steamboat Springs;Routt County;2019-10-01;196
Hayden;CO;Steamboat Springs;Routt County;2019-05-01;196
Nathrop;CO;;Chaffee County;2019-05-01;289
Cokedale;CO;;Las Animas County;2019-06-01;83
Cokedale;CO;;Las Animas County;2019-08-01;83
Cokedale;CO;;Las Animas County;2019-04-01;83
Genoa;CO;;Lincoln County;2019-05-01;75
Genoa;CO;;Lincoln County;2019-08-01;75
Deer Trail;CO;Denver-Aurora-Lakewood;Arapahoe County;2019-09-01;194
Mount Crested Butte;CO;;Gunnison County;2019-11-01;351
Mount Crested Butte;CO;;Gunnison County;2019-02-01;351
Stratton;CO;;Kit Carson County;2019-10-01;75
Snowmass Village;CO;Glenwood Springs;Pitkin County;2019-10-01;3051
Manassa;CO;;Conejos County;2019-09-01;99
Coal Creek;CO;Denver-Aurora-Lakewood;Jefferson County;2019-10-01;302
Coal Creek;CO;Denver-Aurora-Lakewood;Jefferson County;2019-05-01;302
Palmer Lake;CO;Colorado Springs;El Paso County;2019-10-01;283
Oak Creek;CO;Steamboat Springs;Routt County;2019-07-01;1154
Walden;CO;;Jackson County;2019-12-01;107
Hugo;CO;;Lincoln County;2019-01-01;84
Pierce;CO;Greeley;Weld County;2019-06-01;203
Anton;CO;;Washington County;2019-03-01;108
Allenspark;CO;Boulder;Boulder County;2019-08-01;417
Allenspark;CO;Boulder;Boulder County;2019-04-01;417
Kittredge;CO;Denver-Aurora-Lakewood;Jefferson County;2019-10-01;325
Redvale;CO;Montrose;Montrose County;2019-09-01;152
Molina;CO;Grand Junction;Mesa County;2019-08-01;211
Slater;CO;Steamboat Springs;Routt County;2019-04-01;313
Akron;CO;;Washington County;2019-05-01;95
Akron;CO;;Washington County;2019-04-01;95
Firestone;CO;Greeley;Weld County;2019-01-01;179
Silverthorne;CO;Breckenridge;Summit County;2019-10-01;415
Silverthorne;CO;Breckenridge;Summit County;2019-09-01;415
Florissant;CO;Colorado Springs;Teller County;2019-10-01;201
Berkley;CO;Denver-Aurora-Lakewood;Adams County;2019-12-01;1566
Gunnison;CO;;Gunnison County;2019-04-01;239
Coal Creek;CO;Cañon City;Fremont County;2019-07-01;121
Keenesburg;CO;Greeley;Weld County;2019-03-01;252
Cortez;CO;;Montezuma County;2019-07-01;177
Salida;CO;;Chaffee County;2019-06-01;1671
Ignacio;CO;Durango;La Plata County;2019-06-01;180
Cherry Hills Village;CO;Denver-Aurora-Lakewood;Arapahoe County;2019-01-01;733
Avon;CO;Edwards;Eagle County;2019-11-01;461
Avon;CO;Edwards;Eagle County;2019-05-01;461
Avon;CO;Edwards;Eagle County;2019-07-01;461
Avon;CO;Edwards;Eagle County;2019-01-01;461
Georgetown;CO;Denver-Aurora-Lakewood;Clear Creek County;2019-07-01;258
Georgetown;CO;Denver-Aurora-Lakewood;Clear Creek County;2019-08-01;258
Johnstown;CO;Greeley;Weld County;2019-06-01;170
Bonanza City;CO;;Saguache County;2019-03-01;147
Cotopaxi;CO;Cañon City;Fremont County;2019-03-01;198
New Castle;CO;Glenwood Springs;Garfield County;2019-04-01;895
Ignacio;CO;Durango;La Plata County;2019-09-01;180
Parachute;CO;Glenwood Springs;Garfield County;2019-10-01;545
Parachute;CO;Glenwood Springs;Garfield County;2019-05-01;545
Twin Lakes;CO;Denver-Aurora-Lakewood;Adams County;2019-06-01;286
Johnstown;CO;Greeley;Weld County;2019-12-01;170
Johnstown;CO;Greeley;Weld County;2019-05-01;170
La Salle;CO;Greeley;Weld County;2019-12-01;206
Crested Butte;CO;;Gunnison County;2019-05-01;1320
Ault;CO;Greeley;Weld County;2019-02-01;214
Raymer;CO;Greeley;Weld County;2019-08-01;174
Brush;CO;Fort Morgan;Morgan County;2019-10-01;95
Las Animas;CO;;Bent County;2019-07-01;31
Edgewater;CO;Denver-Aurora-Lakewood;Jefferson County;2019-06-01;408
Olathe;CO;Montrose;Montrose County;2019-10-01;163
Stratmoor;CO;Colorado Springs;El Paso County;2019-11-01;231
Parachute;CO;Glenwood Springs;Garfield County;2019-06-01;545
Parachute;CO;Glenwood Springs;Garfield County;2019-07-01;545
Castle Rock;CO;Denver-Aurora-Lakewood;Douglas County;2019-05-01;184
Walsenburg;CO;;Huerfano County;2019-12-01;71
Dinosaur;CO;Craig;Moffat County;2019-04-01;61
Cedaredge;CO;;Delta County;2019-07-01;593
Rico;CO;;Dolores County;2019-05-01;192
Palisade;CO;Grand Junction;Mesa County;2019-12-01;1381
Woody Creek;CO;Glenwood Springs;Pitkin County;2019-07-01;371
Pinecliffe;CO;Denver-Aurora-Lakewood;Gilpin County;2019-02-01;359
Sargents;CO;;Saguache County;2019-02-01;111
Franktown;CO;Denver-Aurora-Lakewood;Douglas County;2019-06-01;261
Arlington;CO;;Kiowa County;2019-08-01;29
Yampa;CO;Steamboat Springs;Routt County;2019-08-01;152
Garcia;CO;;Costilla County;2019-02-01;63
Clark;CO;Steamboat Springs;Routt County;2019-01-01;283
Mosca;CO;;Alamosa County;2019-03-01;3568
Weldona;CO;Fort Morgan;Morgan County;2019-06-01;140
Weldona;CO;Fort Morgan;Morgan County;2019-09-01;140
Dove Creek;CO;;Dolores County;2019-05-01;86
Eaton;CO;Greeley;Weld County;2019-02-01;242
Rollinsville;CO;Denver-Aurora-Lakewood;Gilpin County;2019-06-01;193
Rollinsville;CO;Denver-Aurora-Lakewood;Gilpin County;2019-09-01;193
South Fork;CO;;Rio Grande County;2019-12-01;906
Frisco;CO;Breckenridge;Summit County;2019-09-01;549
Boone;CO;Pueblo;Pueblo County;2019-01-01;87
Arapahoe;CO;;Cheyenne County;2019-06-01;110
Maybell;CO;Craig;Moffat County;2019-02-01;101
Telluride;CO;;San Miguel County;2019-05-01;829
Nunn;CO;Greeley;Weld County;2019-01-01;231
Bennett;CO;Denver-Aurora-Lakewood;Adams County;2019-09-01;1540
Olney Springs;CO;;Crowley County;2019-07-01;72
La Veta;CO;;Huerfano County;2019-05-01;1091
La Veta;CO;;Huerfano County;2019-01-01;1091
Silver Plume;CO;Denver-Aurora-Lakewood;Clear Creek County;2019-08-01;239
Wiggins;CO;Fort Morgan;Morgan County;2019-12-01;135
Wiggins;CO;Fort Morgan;Morgan County;2019-08-01;135
Romeo;CO;;Conejos County;2019-04-01;61
Colorado City;CO;Pueblo;Pueblo County;2019-11-01;151
Weston;CO;;Las Animas County;2019-10-01;143
Dove Creek;CO;;Dolores County;2019-10-01;86
Loma;CO;Grand Junction;Mesa County;2019-12-01;2441
Howard;CO;Cañon City;Fremont County;2019-12-01;237
Crowley;CO;;Crowley County;2019-08-01;38
Parshall;CO;;Grand County;2019-01-01;304
Pleasant View;CO;;Montezuma County;2019-06-01;166
Pleasant View;CO;;Montezuma County;2019-01-01;166
Model;CO;;Las Animas County;2019-01-01;130
Genoa;CO;;Lincoln County;2019-01-01;75
Crestone;CO;;Saguache County;2019-05-01;156
Phippsburg;CO;Steamboat Springs;Routt County;2019-05-01;170
Phippsburg;CO;Steamboat Springs;Routt County;2019-06-01;170
Powderhorn;CO;;Gunnison County;2019-03-01;211
Acres Green;CO;Denver-Aurora-Lakewood;Douglas County;2019-12-01;243
Genesee;CO;Denver-Aurora-Lakewood;Jefferson County;2019-05-01;317
Genesee;CO;Denver-Aurora-Lakewood;Jefferson County;2019-04-01;317
Kremmling;CO;;Grand County;2019-07-01;176
